transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
772,2023-09-20,17:29:00,4,Male,30,Electronics,1,500,150,500
773,2023-03-13,22:39:00,5,Female,47,Beauty,2,500,250,1000
774,2023-04-15,18:34:00,2,Male,61,Beauty,2,25,6.75,50
775,2023-12-21,20:52:00,4,Male,22,Electronics,1,300,99,300
776,2023-06-15,20:34:00,1,Female,47,Beauty,2,500,210,1000
777,2023-12-09,21:58:00,5,Male,61,Beauty,2,25,8.5,50
778,2023-07-11,17:23:00,5,Male,22,Electronics,1,300,147,300
779,2023-04-22,19:31:00,5,Male,32,Clothing,2,300,78,600
780,2023-11-25,22:53:00,3,Male,54,Clothing,3,25,9.25,75
781,2023-06-30,17:47:00,3,Female,39,Electronics,2,25,10,50
782,2023-03-25,18:20:00,4,Male,32,Clothing,2,300,162,600
783,2023-07-23,19:34:00,2,Male,54,Clothing,3,25,12.75,75
784,2023-01-10,19:22:00,4,Female,39,Electronics,2,25,9.75,50
785,2023-08-27,18:12:00,3,Male,37,Clothing,1,500,200,500
786,2023-03-01,19:53:00,5,Male,59,Clothing,3,500,190,1500
787,2023-07-15,17:29:00,3,Male,42,Electronics,3,300,84,900
788,2023-01-11,21:46:00,2,Male,37,Clothing,1,500,230,500
789,2023-05-01,20:26:00,5,Male,59,Clothing,3,500,240,1500
790,2023-12-13,18:33:00,4,Male,42,Electronics,3,300,75,900
791,2023-03-31,19:18:00,5,Female,44,Clothing,3,30,11.7,90
792,2023-05-04,21:40:00,1,Female,54,Clothing,4,25,12,100
793,2023-01-25,22:46:00,3,Male,21,Beauty,3,500,180,1500
794,2023-08-31,21:51:00,3,Female,55,Clothing,4,30,14.4,120
795,2023-02-05,18:42:00,3,Female,44,Clothing,3,30,9.3,90
796,2023-12-27,18:30:00,4,Female,54,Clothing,4,25,11.5,100
797,2023-09-21,18:58:00,1,Male,21,Beauty,3,500,240,1500
798,2023-03-27,20:59:00,4,Female,55,Clothing,4,30,15.3,120
799,2023-12-31,17:47:00,3,Male,44,Electronics,4,300,129,1200
800,2023-05-26,22:42:00,2,Female,18,Beauty,3,25,8.75,75
801,2023-12-06,19:19:00,5,Female,20,Electronics,4,500,195,2000
802,2023-06-24,18:02:00,5,Female,47,Electronics,3,300,156,900
803,2023-09-18,20:09:00,4,Female,29,Beauty,4,500,275,2000
804,2023-10-31,22:01:00,1,Male,44,Electronics,1,30,14.4,30
805,2023-12-30,21:11:00,4,Female,60,Electronics,3,300,78,900
806,2023-08-26,22:29:00,3,Male,29,Clothing,4,300,84,1200
807,2023-02-16,17:39:00,3,Female,52,Beauty,3,50,13.5,150
808,2023-11-12,21:15:00,3,Male,44,Electronics,4,300,126,1200
809,2023-10-17,17:38:00,2,Female,18,Beauty,3,25,11.5,75
810,2023-02-24,18:10:00,4,Female,20,Electronics,4,500,180,2000
811,2023-12-08,17:11:00,4,Female,47,Electronics,3,300,138,900
812,2023-03-14,19:34:00,4,Female,29,Beauty,4,500,165,2000
813,2023-04-28,18:30:00,2,Male,44,Electronics,1,30,10.5,30
814,2023-05-26,22:14:00,107,Female,60,Electronics,3,300,129,900
815,2023-11-22,18:55:00,82,Male,29,Clothing,4,300,81,1200
816,2023-09-09,17:15:00,15,Female,52,Beauty,3,50,21,150
817,2023-07-01,18:59:00,60,Male,62,Clothing,2,25,11.75,50
818,2023-05-12,20:22:00,138,Male,62,Clothing,2,25,11,50
819,2023-02-13,19:55:00,59,Male,46,Electronics,2,500,160,1000
820,2023-05-22,21:34:00,147,Male,26,Clothing,2,300,153,600
821,2023-03-29,21:45:00,68,Female,58,Beauty,2,500,235,1000
822,2023-08-20,18:15:00,155,Male,46,Electronics,2,500,185,1000
823,2023-05-03,21:03:00,51,Male,26,Clothing,2,300,99,600
824,2023-11-22,17:02:00,48,Female,58,Beauty,2,500,155,1000
825,2023-07-14,21:20:00,29,Female,53,Clothing,2,500,245,1000
826,2023-12-05,22:42:00,68,Female,54,Clothing,4,30,9.3,120
827,2023-06-10,17:20:00,62,Male,32,Beauty,3,300,165,900
828,2023-05-20,18:13:00,139,Female,53,Clothing,2,500,185,1000
829,2023-11-20,18:43:00,66,Female,54,Clothing,4,30,12,120
830,2022-04-03,17:38:00,74,Male,32,Beauty,3,300,159,900
831,2022-11-11,22:54:00,32,Female,26,Electronics,2,25,8.5,50
832,2022-07-29,17:04:00,34,Female,64,Clothing,4,500,250,2000
833,2023-09-28,21:02:00,30,Male,51,Clothing,3,50,26,150
834,2022-01-29,22:11:00,68,Female,26,Electronics,2,25,11.75,50
835,2023-09-17,19:38:00,16,Female,64,Clothing,4,500,170,2000
836,2022-12-04,21:29:00,155,Male,51,Clothing,3,50,23.5,150
837,2022-08-05,18:41:00,85,Female,63,Clothing,3,25,8,75
838,2023-11-30,18:47:00,144,Female,63,Clothing,3,25,7.25,75
839,2023-08-19,20:19:00,119,Female,48,Beauty,4,300,129,1200
840,2023-10-03,17:01:00,105,Female,48,Beauty,4,300,129,1200
841,2023-10-11,19:06:00,95,Female,26,Beauty,3,30,12.9,90
842,2023-06-13,22:33:00,113,Female,19,Electronics,2,25,9,50
843,2023-07-10,22:50:00,53,Female,26,Beauty,3,30,9.3,90
844,2023-03-31,20:15:00,113,Female,19,Electronics,2,25,9.75,50
845,2022-12-27,19:37:00,97,Female,26,Clothing,3,300,120,900
846,2022-11-10,21:30:00,42,Male,26,Clothing,4,50,23.5,200
847,2022-12-11,21:37:00,29,Male,28,Electronics,4,300,78,1200
848,2022-04-17,19:46:00,54,Female,26,Clothing,3,300,114,900
849,2023-04-02,18:08:00,41,Male,26,Clothing,4,50,18,200
850,2022-02-06,22:50:00,64,Male,28,Electronics,4,300,165,1200
851,2023-07-03,18:53:00,122,Male,47,Clothing,2,30,15,60
852,2023-12-19,17:18:00,61,Male,27,Clothing,2,25,8.25,50
853,2022-02-14,17:16:00,108,Female,54,Beauty,1,50,21.5,50
854,2022-08-31,20:52:00,14,Male,47,Clothing,2,30,12.9,60
855,2023-07-15,18:21:00,16,Male,27,Clothing,2,25,8.25,50
856,2022-12-21,17:12:00,97,Female,54,Beauty,1,50,14,50
857,2023-09-21,20:46:00,125,Female,25,Clothing,2,25,12.5,50
858,2023-07-04,22:15:00,90,Male,57,Electronics,2,25,7.75,50
859,2022-01-01,21:14:00,116,Male,62,Electronics,2,25,11,50
860,2023-01-06,17:13:00,96,Female,25,Clothing,2,25,8,50
861,2022-04-20,20:32:00,76,Male,57,Electronics,2,25,8.75,50
862,2022-11-27,19:19:00,125,Male,62,Electronics,2,25,11.75,50
863,2022-05-23,22:51:00,92,Male,64,Beauty,1,25,13.5,25
864,2022-08-19,19:27:00,105,Female,27,Clothing,1,500,165,500
865,2023-10-01,18:07:00,98,Female,21,Beauty,1,500,275,500
866,2023-07-04,20:27:00,33,Male,64,Beauty,1,25,7.75,25
867,2022-04-17,20:06:00,14,Female,27,Clothing,1,500,250,500
868,2022-11-29,17:57:00,116,Female,21,Beauty,1,500,140,500
869,2023-01-26,21:58:00,118,Male,44,Beauty,1,30,9,30
870,2022-02-05,17:37:00,42,Female,18,Electronics,1,50,12.5,50
871,2022-04-13,21:51:00,71,Male,59,Clothing,3,300,150,900
872,2022-07-19,17:55:00,6,Female,20,Clothing,1,50,17,50
873,2022-07-26,17:48:00,37,Male,44,Beauty,1,30,15.6,30
874,2023-05-17,19:13:00,35,Female,18,Electronics,1,50,22.5,50
875,2023-04-07,20:23:00,116,Male,59,Clothing,3,300,141,900
876,2022-10-01,20:10:00,58,Female,20,Clothing,1,50,26.5,50
877,2023-10-23,22:51:00,7,Female,25,Electronics,1,50,19,50
878,2022-08-23,20:22:00,136,Male,44,Clothing,2,25,12,50
879,2022-11-13,17:16:00,91,Female,25,Electronics,1,50,18.5,50
880,2023-07-18,21:08:00,63,Male,44,Clothing,2,25,6.5,50
881,2023-07-13,17:12:00,48,Female,43,Electronics,4,300,114,1200
882,2022-07-24,22:40:00,152,Male,21,Electronics,1,500,185,500
883,2023-10-22,21:41:00,144,Female,64,Electronics,2,25,13.25,50
884,2023-03-22,22:36:00,86,Male,53,Beauty,4,50,23,200
885,2023-11-09,17:22:00,20,Female,43,Electronics,4,300,114,1200
886,2023-05-16,19:55:00,144,Male,21,Electronics,1,500,190,500
887,2023-06-21,20:56:00,15,Female,64,Electronics,2,25,9,50
888,2022-05-15,21:17:00,95,Male,53,Beauty,4,50,20.5,200
889,2022-02-20,20:19:00,88,Female,64,Clothing,2,50,21,100
890,2022-11-02,19:57:00,104,Male,21,Electronics,1,50,13,50
891,2023-07-07,17:05:00,52,Female,64,Clothing,2,50,12.5,100
892,2022-01-23,18:55:00,155,Male,21,Electronics,1,50,23.5,50
893,2023-11-30,18:13:00,135,Male,25,Beauty,1,500,205,500
894,2023-09-04,19:00:00,91,Female,40,Beauty,4,300,99,1200
895,2022-12-06,21:52:00,96,Male,25,Beauty,1,500,170,500
896,2022-11-05,20:06:00,140,Female,40,Beauty,4,300,105,1200
897,2023-10-12,18:13:00,105,Male,21,Clothing,3,500,215,1500
898,2022-10-16,19:03:00,77,Male,43,Clothing,4,50,12.5,200
899,2022-09-09,18:57:00,18,Female,31,Electronics,4,30,10.2,120
900,2022-03-16,18:05:00,142,Male,21,Clothing,3,500,265,1500
901,2022-10-18,22:49:00,13,Male,43,Clothing,4,50,16,200
902,2023-10-08,22:50:00,116,Female,31,Electronics,4,30,9.3,120
903,2023-09-24,19:53:00,30,Female,26,Electronics,2,25,9.5,50
904,2023-08-27,18:35:00,71,Male,50,Electronics,3,500,255,1500
905,2023-05-29,17:04:00,14,Female,39,Beauty,4,50,13,200
906,2023-04-27,22:30:00,112,Male,45,Clothing,2,500,140,1000
907,2023-04-23,22:54:00,155,Female,26,Electronics,2,25,10.5,50
908,2023-12-18,21:31:00,11,Male,50,Electronics,3,500,245,1500
909,2022-11-20,18:21:00,124,Female,39,Beauty,4,50,19,200
910,2022-06-13,19:44:00,72,Male,45,Clothing,2,500,270,1000
911,2022-06-09,22:58:00,129,Female,34,Beauty,2,500,190,1000
912,2022-11-18,17:28:00,149,Male,27,Clothing,3,300,99,900
913,2023-07-28,17:55:00,54,Male,57,Electronics,2,500,175,1000
914,2023-02-23,22:12:00,151,Male,31,Clothing,1,300,93,300
915,2022-02-24,19:20:00,44,Male,59,Clothing,4,25,10,100
916,2022-07-11,20:13:00,70,Female,34,Beauty,2,500,150,1000
917,2022-10-26,19:14:00,62,Male,27,Clothing,3,300,114,900
918,2023-10-19,17:40:00,14,Male,57,Electronics,2,500,260,1000
919,2023-11-08,20:22:00,18,Male,31,Clothing,1,300,156,300
920,2023-12-11,19:34:00,113,Male,59,Clothing,4,25,10,100
921,2023-01-05,19:55:00,39,Male,62,Electronics,2,25,8,50
922,2022-02-17,20:18:00,144,Male,62,Electronics,2,25,10.75,50
923,2022-10-31,18:43:00,19,Female,55,Clothing,1,500,210,500
924,2023-05-28,17:57:00,8,Female,55,Clothing,1,500,125,500
925,2023-05-08,19:53:00,5,Female,25,Clothing,3,300,144,900
926,2023-04-07,17:10:00,76,Female,25,Clothing,3,300,162,900
927,2023-06-21,19:27:00,27,Male,62,Beauty,4,30,10.2,120
928,2023-08-15,21:59:00,111,Female,35,Beauty,2,50,26,100
929,2023-01-03,21:26:00,14,Male,62,Beauty,4,30,12.9,120
930,2022-11-05,20:44:00,83,Female,35,Beauty,2,50,13.5,100
931,2022-02-08,19:34:00,21,Male,41,Electronics,1,30,9.3,30
932,2023-05-09,18:39:00,85,Male,42,Beauty,4,50,24.5,200
933,2023-01-20,18:15:00,136,Male,41,Electronics,1,30,13.2,30
934,2022-01-30,17:20:00,56,Male,42,Beauty,4,50,18,200
935,2023-06-01,18:41:00,50,Female,20,Beauty,1,50,24,50
936,2022-07-14,21:57:00,120,Female,54,Beauty,4,50,20.5,200
937,2022-06-05,19:37:00,72,Male,47,Clothing,4,300,126,1200
938,2023-05-17,20:30:00,147,Female,20,Beauty,1,50,14.5,50
939,2022-02-10,17:43:00,40,Female,54,Beauty,4,50,18,200
940,2023-06-26,18:12:00,13,Male,47,Clothing,4,300,93,1200
941,2022-07-05,17:28:00,26,Female,51,Electronics,3,300,123,900
942,2022-11-12,19:24:00,9,Female,51,Electronics,3,300,126,900
943,2022-09-19,19:34:00,1,Male,38,Electronics,3,500,165,1500
944,2022-03-22,22:20:00,41,Female,50,Clothing,4,25,8.25,100
945,2022-08-15,18:04:00,92,Female,64,Clothing,4,30,12.9,120
946,2022-01-23,20:24:00,110,Male,24,Beauty,4,300,87,1200
947,2022-10-01,19:52:00,134,Female,58,Clothing,1,25,6.75,25
948,2022-07-08,20:42:00,134,Male,38,Electronics,3,500,255,1500
949,2022-08-29,17:08:00,51,Female,50,Clothing,4,25,12.5,100
950,2022-03-23,22:48:00,51,Female,64,Clothing,4,30,15.6,120
951,2022-08-04,22:28:00,83,Male,24,Beauty,4,300,123,1200
952,2023-01-25,20:19:00,72,Female,58,Clothing,1,25,10.5,25
953,2022-08-21,22:34:00,67,Female,28,Clothing,3,30,13.2,90
954,2023-01-11,21:52:00,66,Male,63,Electronics,4,25,13.75,100
955,2022-05-07,20:41:00,35,Female,28,Clothing,3,30,13.5,90
956,2023-01-16,22:27:00,64,Male,63,Electronics,4,25,10.75,100
957,2022-01-28,19:44:00,131,Female,24,Electronics,4,25,7.75,100
958,2023-08-14,17:40:00,92,Male,42,Clothing,3,25,9.25,75
959,2023-11-12,22:54:00,102,Female,24,Electronics,4,25,13,100
960,2023-10-13,20:47:00,111,Male,42,Clothing,3,25,6.25,75
961,2022-06-07,21:33:00,78,Male,45,Beauty,1,50,24.5,50
962,2022-11-21,22:21:00,129,Female,37,Clothing,4,30,16.2,120
963,2023-11-15,18:37:00,32,Male,55,Beauty,3,300,105,900
964,2022-09-29,20:19:00,77,Female,64,Clothing,3,50,18.5,150
965,2023-12-12,21:24:00,112,Male,45,Beauty,1,50,21,50
966,2023-07-29,21:45:00,23,Female,37,Clothing,4,30,12.9,120
967,2023-08-08,21:06:00,72,Male,55,Beauty,3,300,75,900
968,2023-03-04,18:04:00,87,Female,64,Clothing,3,50,21,150
969,2022-11-11,21:32:00,99,Female,25,Clothing,1,50,24,50
970,2023-09-12,18:23:00,44,Female,62,Beauty,4,30,9.3,120
971,2022-01-20,17:10:00,103,Female,25,Clothing,1,50,20,50
972,2022-01-19,19:31:00,27,Female,62,Beauty,4,30,9,120
973,2023-02-22,22:06:00,40,Male,52,Beauty,3,300,144,900
974,2022-05-15,21:59:00,98,Male,62,Electronics,4,500,170,2000
975,2022-10-01,19:50:00,38,Male,43,Beauty,4,30,7.8,120
976,2023-11-11,21:02:00,130,Female,20,Electronics,4,300,96,1200
977,2022-02-21,17:13:00,83,Male,43,Electronics,4,500,250,2000
978,2022-08-17,18:03:00,121,Male,52,Beauty,3,300,117,900
979,2022-12-23,21:24:00,81,Male,62,Electronics,4,500,270,2000
980,2023-11-12,18:36:00,69,Male,43,Beauty,4,30,11.1,120
981,2022-08-28,21:57:00,92,Female,20,Electronics,4,300,156,1200
982,2023-09-06,19:44:00,46,Male,43,Electronics,4,500,180,2000
983,2022-07-16,22:17:00,117,Female,46,Electronics,3,300,138,900
984,2022-04-10,19:41:00,54,Female,46,Electronics,3,300,120,900
985,2022-11-08,17:50:00,54,Female,20,Electronics,4,300,84,1200
986,2023-07-10,19:35:00,70,Female,37,Electronics,3,300,141,900
987,2022-01-17,18:14:00,90,Male,60,Beauty,1,30,12.6,30
988,2023-07-21,21:47:00,5,Female,20,Electronics,4,300,156,1200
989,2022-11-25,20:40:00,67,Female,37,Electronics,3,300,129,900
990,2022-05-14,20:58:00,126,Male,60,Beauty,1,30,12.6,30
991,2022-06-20,18:54:00,90,Female,52,Beauty,3,300,105,900
992,2022-05-03,20:35:00,98,Female,52,Beauty,3,300,150,900
993,2022-11-03,18:16:00,81,Male,50,Beauty,1,300,165,300
994,2022-04-28,21:56:00,27,Male,50,Beauty,1,300,132,300
995,2022-12-22,22:12:00,126,Female,42,Beauty,4,500,225,2000
996,2023-12-16,17:52:00,4,Male,61,Beauty,4,25,6.5,100
997,2023-03-23,21:11:00,26,Female,33,Clothing,1,50,14,50
998,2023-11-26,18:05:00,3,Female,42,Beauty,4,500,165,2000
999,2023-08-26,22:09:00,146,Male,61,Beauty,4,25,10,100
1000,2022-11-14,22:32:00,40,Female,33,Clothing,1,50,14,50
1001,2023-06-20,18:02:00,54,Female,28,Clothing,2,500,225,1000
1002,2023-10-26,18:53:00,31,Female,20,Clothing,1,30,11.7,30
1003,2023-01-23,21:40:00,43,Female,28,Clothing,2,500,200,1000
1004,2023-01-24,22:56:00,97,Female,20,Clothing,1,30,7.5,30
1005,2023-02-17,21:08:00,68,Female,47,Clothing,3,500,265,1500
1006,2023-01-19,21:09:00,107,Male,28,Beauty,2,30,10.5,60
1007,2023-11-21,19:15:00,134,Male,31,Electronics,4,25,13.25,100
1008,2023-01-15,20:35:00,53,Male,18,Beauty,3,30,7.5,90
1009,2023-05-04,22:20:00,16,Female,47,Clothing,3,500,125,1500
1010,2023-07-19,17:26:00,117,Male,28,Beauty,2,30,13.5,60
1011,2022-08-27,21:35:00,32,Male,31,Electronics,4,25,13.75,100
1012,2023-03-29,20:45:00,32,Male,18,Beauty,3,30,8.1,90
1013,2022-03-20,18:27:00,121,Female,55,Electronics,1,30,10.5,30
1014,2022-01-03,18:28:00,58,Male,25,Electronics,4,50,26.5,200
1015,2022-02-26,17:28:00,110,Female,55,Electronics,1,30,9.9,30
1016,2022-04-26,18:42:00,12,Male,25,Electronics,4,50,23.5,200
1017,2022-04-01,20:26:00,43,Male,28,Clothing,1,500,160,500
1018,2022-11-25,19:41:00,117,Male,28,Clothing,1,500,220,500
1019,2022-11-14,18:28:00,61,Male,62,Clothing,1,50,27,50
1020,2022-12-21,22:22:00,77,Male,25,Beauty,1,500,180,500
1021,2022-03-31,18:15:00,92,Male,20,Clothing,4,50,23.5,200
1022,2023-09-22,18:00:00,57,Female,46,Beauty,1,30,9.9,30
1023,2022-07-12,22:05:00,89,Male,62,Clothing,1,50,12.5,50
1024,2022-01-04,17:35:00,60,Male,25,Beauty,1,500,135,500
1025,2023-09-10,18:24:00,5,Male,20,Clothing,4,50,18.5,200
1026,2022-07-13,22:17:00,33,Female,46,Beauty,1,30,9.6,30
1027,2023-05-15,20:51:00,110,Male,61,Beauty,4,50,13.5,200
1028,2023-04-18,17:57:00,37,Male,22,Beauty,4,500,245,2000
1029,2023-12-11,21:51:00,102,Female,36,Clothing,2,30,9.6,60
1030,2022-09-14,19:17:00,92,Male,61,Beauty,4,50,21.5,200
1031,2022-05-30,22:21:00,137,Male,22,Beauty,4,500,155,2000
1032,2023-07-06,19:44:00,126,Female,36,Clothing,2,30,12.3,60
1033,2023-05-23,21:21:00,75,Male,49,Electronics,2,50,21.5,100
1034,2022-04-11,19:41:00,16,Female,46,Electronics,4,30,11.1,120
1035,2022-11-03,17:27:00,102,Male,49,Electronics,2,50,23,100
1036,2023-11-09,20:38:00,119,Female,46,Electronics,4,30,10.5,120
1037,2022-04-07,20:45:00,44,Female,47,Clothing,2,50,24,100
1038,2022-01-30,19:05:00,63,Female,44,Clothing,4,25,12.25,100
1039,2022-05-06,21:46:00,42,Male,50,Clothing,3,25,11.75,75
1040,2023-01-04,22:50:00,4,Female,20,Beauty,1,50,26.5,50
1041,2022-12-16,18:45:00,141,Female,47,Clothing,2,50,15,100
1042,2022-10-26,17:26:00,48,Female,44,Clothing,4,25,7.75,100
1043,2023-11-18,20:53:00,76,Male,50,Clothing,3,25,7.25,75
1044,2023-08-26,17:37:00,88,Female,20,Beauty,1,50,26.5,50
1045,2023-05-26,18:15:00,53,Female,43,Beauty,2,50,25.5,100
1046,2022-11-04,17:28:00,141,Male,62,Electronics,2,50,26.5,100
1047,2023-01-04,20:33:00,34,Female,43,Beauty,2,50,21,100
1048,2023-03-01,22:53:00,23,Male,62,Electronics,2,50,13,100
1049,2023-04-14,21:47:00,25,Male,26,Electronics,1,30,16.2,30
1050,2022-02-03,19:06:00,59,Male,26,Electronics,1,30,13.2,30
1051,2022-01-06,17:57:00,32,Male,34,Electronics,2,50,22,100
1052,2023-02-10,21:13:00,40,Male,34,Electronics,2,50,20.5,100
1053,2023-03-18,21:42:00,118,Female,48,Clothing,1,300,111,300
1054,2023-02-16,19:11:00,32,Female,51,Beauty,4,25,11.5,100
1055,2022-01-25,20:52:00,148,Female,35,Beauty,4,500,140,2000
1056,2023-02-09,17:51:00,26,Male,57,Beauty,2,300,135,600
1057,2023-03-21,22:45:00,99,Male,45,Electronics,3,300,141,900
1058,2023-08-04,22:12:00,24,Female,43,Electronics,2,30,8.4,60
1059,2023-02-24,18:35:00,25,Male,20,Beauty,3,300,162,900
1060,2022-06-02,19:35:00,78,Male,51,Electronics,3,50,18,150
1061,2022-03-24,21:31:00,52,Male,61,Beauty,3,30,9.6,90
1062,2022-01-16,17:57:00,16,Male,58,Clothing,1,25,12.5,25
1063,2023-11-30,18:10:00,20,Female,48,Clothing,1,300,87,300
1064,2023-09-21,17:38:00,155,Female,51,Beauty,4,25,6.75,100
1065,2023-11-06,17:26:00,87,Female,35,Beauty,4,500,270,2000
1066,2022-12-21,17:55:00,20,Male,57,Beauty,2,300,102,600
1067,2023-11-12,22:36:00,84,Male,45,Electronics,3,300,81,900
1068,2022-11-09,19:32:00,53,Female,43,Electronics,2,30,11.1,60
1069,2022-01-30,20:38:00,22,Male,20,Beauty,3,300,159,900
1070,2023-05-23,22:30:00,77,Male,51,Electronics,3,50,25,150
1071,2022-05-30,22:37:00,58,Male,61,Beauty,3,30,12,90
1072,2022-09-15,21:11:00,134,Male,58,Clothing,1,25,6.5,25
1073,2022-03-26,22:18:00,119,Female,59,Beauty,3,500,255,1500
1074,2022-05-08,17:57:00,145,Female,26,Clothing,3,500,210,1500
1075,2022-12-30,21:27:00,148,Female,59,Beauty,3,500,125,1500
1076,2022-05-15,20:49:00,84,Female,26,Clothing,3,500,255,1500
1077,2022-04-18,20:17:00,95,Female,40,Clothing,3,30,14.1,90
1078,2022-08-05,22:09:00,10,Female,44,Clothing,4,25,7,100
1079,2023-12-04,20:50:00,132,Female,40,Clothing,3,30,13.2,90
1080,2023-07-07,19:18:00,20,Female,44,Clothing,4,25,6.25,100
1081,2023-02-11,22:20:00,118,Female,45,Clothing,1,50,27.5,50
1082,2022-02-13,20:47:00,71,Female,49,Clothing,3,300,75,900
1083,2023-05-01,21:10:00,23,Female,45,Clothing,1,50,15,50
1084,2023-02-04,21:49:00,107,Female,49,Clothing,3,300,135,900
1085,2023-03-23,18:35:00,59,Female,37,Electronics,2,30,15.6,60
1086,2023-07-10,22:13:00,80,Male,63,Electronics,3,500,205,1500
1087,2022-01-06,17:14:00,68,Female,28,Electronics,4,50,23.5,200
1088,2022-03-17,20:56:00,116,Female,64,Electronics,1,300,123,300
1089,2022-09-26,22:19:00,4,Female,37,Electronics,2,30,9.3,60
1090,2023-09-21,20:22:00,91,Male,63,Electronics,3,500,210,1500
1091,2023-12-10,20:41:00,151,Female,28,Electronics,4,50,26,200
1092,2022-04-07,21:50:00,146,Female,64,Electronics,1,300,105,300
1093,2022-09-22,22:32:00,61,Female,19,Electronics,2,500,140,1000
1094,2023-09-13,20:22:00,97,Female,19,Electronics,2,500,185,1000
1095,2022-04-17,20:57:00,92,Female,22,Beauty,4,25,9.25,100
1096,2022-12-15,21:49:00,122,Male,50,Clothing,1,50,22.5,50
1097,2022-08-18,22:19:00,100,Female,22,Beauty,4,25,12,100
1098,2022-05-17,22:21:00,55,Male,50,Clothing,1,50,19,50
1099,2023-01-14,19:10:00,3,Male,25,Electronics,4,500,175,2000
1100,2023-12-12,18:50:00,80,Male,25,Electronics,4,500,165,2000
1101,2023-05-20,19:37:00,40,Female,33,Clothing,2,25,7.5,50
1102,2023-08-13,20:48:00,113,Male,27,Beauty,3,500,275,1500
1103,2023-04-09,21:03:00,36,Male,44,Clothing,4,500,235,2000
1104,2022-06-24,21:06:00,131,Male,24,Beauty,2,30,11.7,60
1105,2023-10-19,22:24:00,76,Male,37,Electronics,2,500,180,1000
1106,2022-03-15,19:26:00,87,Female,33,Clothing,2,25,13,50
1107,2023-06-21,17:23:00,41,Male,27,Beauty,3,500,185,1500
1108,2023-02-01,19:01:00,131,Male,44,Clothing,4,500,140,2000
1109,2023-03-14,22:37:00,113,Male,24,Beauty,2,30,16.2,60
1110,2022-01-24,19:39:00,2,Male,37,Electronics,2,500,165,1000
1111,2023-06-18,18:05:00,82,Female,22,Electronics,1,500,230,500
1112,2023-01-25,20:03:00,76,Male,61,Electronics,2,500,230,1000
1113,2022-11-22,18:20:00,111,Male,30,Beauty,1,500,240,500
1114,2022-11-12,19:09:00,19,Female,22,Electronics,1,500,270,500
1115,2022-05-08,18:58:00,11,Male,61,Electronics,2,500,250,1000
1116,2022-09-08,17:06:00,69,Male,30,Beauty,1,500,150,500
1117,2022-12-17,17:46:00,84,Male,43,Electronics,1,300,117,300
1118,2022-02-05,21:26:00,44,Male,54,Beauty,2,50,20,100
1119,2022-04-16,20:30:00,121,Male,49,Beauty,2,300,75,600
1120,2022-08-25,22:54:00,84,Male,43,Electronics,1,300,108,300
1121,2022-01-25,19:55:00,31,Male,54,Beauty,2,50,19,100
1122,2022-10-03,22:40:00,73,Male,49,Beauty,2,300,123,600
1123,2023-09-27,20:01:00,155,Female,20,Beauty,3,30,12.9,90
1124,2023-03-03,17:18:00,66,Female,60,Clothing,2,300,78,600
1125,2023-07-31,22:16:00,139,Female,51,Electronics,1,500,215,500
1126,2022-08-04,17:01:00,14,Female,20,Beauty,3,30,10.2,90
1127,2023-07-31,21:54:00,102,Female,60,Clothing,2,300,87,600
1128,2023-04-30,21:00:00,112,Female,51,Electronics,1,500,190,500
1129,2022-12-14,22:45:00,104,Male,41,Electronics,1,500,165,500
1130,2022-02-01,20:23:00,80,Female,27,Beauty,3,300,105,900
1131,2022-11-28,22:49:00,38,Female,58,Beauty,3,300,147,900
1132,2022-06-17,20:33:00,135,Female,62,Electronics,3,50,24.5,150
1133,2023-09-14,19:01:00,58,Female,26,Beauty,2,500,235,1000
1134,2023-04-12,18:24:00,86,Male,41,Electronics,1,500,180,500
1135,2023-11-04,19:28:00,86,Female,27,Beauty,3,300,81,900
1136,2023-03-25,21:31:00,140,Female,58,Beauty,3,300,108,900
1137,2023-03-13,21:40:00,132,Female,62,Electronics,3,50,14,150
1138,2022-02-16,20:44:00,154,Female,26,Beauty,2,500,240,1000
1139,2022-12-25,18:37:00,39,Male,56,Beauty,1,500,215,500
1140,2022-10-14,19:51:00,147,Female,31,Electronics,3,25,12.5,75
1141,2023-10-02,22:17:00,57,Male,56,Beauty,1,500,195,500
1142,2023-08-23,20:30:00,112,Female,31,Electronics,3,25,6.5,75
1143,2023-09-15,20:33:00,30,Female,32,Beauty,4,30,12.6,120
1144,2022-01-24,22:39:00,151,Female,53,Electronics,3,50,14.5,150
1145,2022-08-13,20:33:00,127,Female,32,Beauty,4,30,8.4,120
1146,2023-08-13,19:31:00,89,Female,53,Electronics,3,50,14,150
1147,2023-01-29,20:22:00,55,Female,54,Beauty,3,500,175,1500
1148,2022-07-29,19:45:00,98,Female,54,Beauty,3,500,170,1500
1149,2022-06-23,17:02:00,7,Male,37,Beauty,4,30,11.1,120
1150,2022-12-01,18:46:00,22,Female,29,Electronics,1,500,190,500
1151,2022-02-17,19:44:00,1,Female,34,Beauty,2,50,27.5,100
1152,2023-01-15,19:17:00,126,Male,37,Beauty,4,30,9.9,120
1153,2022-07-04,19:09:00,40,Female,29,Electronics,1,500,125,500
1154,2023-03-28,22:34:00,87,Female,34,Beauty,2,50,15.5,100
